Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
7015,Special Round 1,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,OBC-NCL,535,504
7016,Special Round 1,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,EWS,512,484
7017,Special Round 1,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,OPEN,614,543
7018,Special Round 1,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,SC,398,389
7019,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Power & Control,Group 1,OPEN,354,354
7020,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Power & Control,Group 1,SC,252,252
7021,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Power Electronics, Machines and Drives",Group 1,OBC-NCL,341,341
7022,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Power Electronics, Machines and Drives",Group 1,OPEN,354,354
7023,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Power Electronics & Electrical Drives,Group 1,OBC-NCL,362,362
7024,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Power Electronics & Electrical Drives,Group 1,EWS,330,330
7025,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Power Electronics & Electrical Drives,Group 1,OPEN,464,389
7026,Special Round 1,Malaviya National Institute of Technology Jaipur,Power Systems Management,Group 1,EWS,330,330
7027,Special Round 1,Malaviya National Institute of Technology Jaipur,Power Systems,Group 1,OBC-NCL,326,319
7028,Special Round 1,Malaviya National Institute of Technology Jaipur,Power Systems,Group 1,OPEN,393,350
7029,Special Round 1,Malaviya National Institute of Technology Jaipur,Power Systems,Group 1,ST,259,259
7030,Special Round 1,National Institute of Technology Calicut,Power Systems,Group 1,OBC-NCL,370,358
7031,Special Round 1,National Institute of Technology Calicut,Power Systems,Group 1,EWS,370,370
7032,Special Round 1,National Institute of Technology Calicut,Power Systems,Group 1,OPEN,421,370
7033,Special Round 1,National Institute of Technology Calicut,Power Systems,Group 1,SC,303,299
7034,Special Round 1,National Institute of Technology Calicut,Power Systems,Group 1,ST,257,257
7035,Special Round 1,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,OBC-NCL,456,417
7036,Special Round 1,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,EWS,421,420
7037,Special Round 1,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,OPEN,496,460
7038,Special Round 1,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,SC,374,338
7039,Special Round 1,"National Institute of Technology, Jamshedpur",Power Systems Engineering,Group 1,ST,240,240
7040,Special Round 1,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,OBC-NCL,413,401
7041,Special Round 1,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,EWS,393,393
7042,Special Round 1,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,OPEN,452,433
7043,Special Round 1,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,SC,322,315
7044,Special Round 1,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,ST,295,295
7045,Special Round 1,National Institute of Technology Patna,Power System Engineering,Group 1,SC,255,255
7046,Special Round 1,"National Institute of Technology, Rourkela",Power System Engineering,Group 1,OBC-NCL,389,362
7047,Special Round 1,"National Institute of Technology, Rourkela",Power System Engineering,Group 1,EWS,389,385
7048,Special Round 1,"National Institute of Technology, Rourkela",Power System Engineering,Group 1,OPEN,417,405
7049,Special Round 1,"National Institute of Technology, Rourkela",Power System Engineering,Group 1,SC,315,303
7050,Special Round 1,"National Institute of Technology, Rourkela",Power System Engineering,Group 1,ST,253,244
7051,Special Round 1,"National Institute of Technology, Silchar",Power & Energy Systems Engineering,Group 1,OBC-NCL,335,335
7052,Special Round 1,"National Institute of Technology, Silchar",Power & Energy Systems Engineering,Group 1,SC,275,252
7053,Special Round 1,National Institute of Technology Delhi,Power & Energy Systems,Group 1,OBC-NCL,334,332
7054,Special Round 1,National Institute of Technology Delhi,Power & Energy Systems,Group 1,OPEN,354,354
7055,Special Round 1,National Institute of Technology Delhi,Power & Energy Systems,Group 1,SC,284,284
7056,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,Group 1,OBC-NCL,460,413
7057,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,Group 1,EWS,417,417
7058,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,Group 1,OPEN,480,460
7059,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,Group 1,SC,350,332
7060,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,Group 1,ST,275,275
7061,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Power & Energy Systems,Group 1,OBC-NCL,328,326
7062,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Power & Energy Systems,Group 1,SC,291,291
7063,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Power & Energy Systems,Group 1,ST,266,266
7064,Special Round 1,National Institute of Technology Goa,Power Electronics & Power Systems,Group 1,OBC-NCL,342,323
7065,Special Round 1,National Institute of Technology Goa,Power Electronics & Power Systems,Group 1,SC,271,268
7066,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,Group 1,OPEN,370,357
7067,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,Group 1,SC,237,233
7068,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,Group 1,OBC-NCL,362,349
7069,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,Group 1,EWS,370,370
7070,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,Group 1,OPEN,460,417
7071,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,Group 1,SC,291,280
7072,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Radar and Communications),Group 1,OPEN,373,360
7073,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,OBC-NCL-PwD,256,256
7074,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,OPEN,483,420
7075,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,SC,291,287
7076,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),Group 1,OBC-NCL,397,390
7077,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Mechanical System Design),Group 1,OPEN,421,421
7078,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Modeling and Simulation,Group 1,OBC-NCL,346,327
7079,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Modeling and Simulation,Group 1,EWS,330,330
7080,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Modeling and Simulation,Group 1,OPEN,448,350
7081,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Modeling and Simulation,Group 1,SC,281,272
7082,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Technology Management,Group 1,OBC-NCL,343,337
7083,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,OBC-NCL,556,531
7084,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,EWS,539,539
7085,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,OPEN,585,564
7086,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,SC,389,377
7087,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,ST,278,278
7088,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,Group 1,OBC-NCL,434,418
7089,Special Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Data Science,Group 1,SC,299,289
7090,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,Group 1,OBC-NCL,460,446
7091,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,Group 1,EWS,429,429
7092,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,Group 1,OPEN,505,479
7093,Special Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,Group 1,SC,324,310
7094,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,Group 1,EWS,431,427
7095,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,Group 1,OPEN,509,471
7096,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,Group 1,SC,319,319
7097,Special Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Data Science,Group 1,OBC-NCL,393,377
7098,Special Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Data Science,Group 1,EWS,389,381
7099,Special Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Data Science,Group 1,OPEN,483,433
7100,Special Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Robotics and Automation,Group 1,EWS,321,321
7101,Special Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Robotics and Automation,Group 1,OPEN,368,368
7102,Special Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Robotics and Automation,Group 1,SC,269,269
7103,Special Round 1,"National Institute of Technology, Silchar",RF and Terahertz Communications,Group 1,OBC-NCL,329,329
7104,Special Round 1,"National Institute of Technology, Silchar",RF and Terahertz Communications,Group 1,EWS,327,327
7105,Special Round 1,"National Institute of Technology, Silchar",RF and Terahertz Communications,Group 1,OPEN,366,350
7106,Special Round 1,"National Institute of Technology, Silchar",RF and Terahertz Communications,Group 1,SC,256,246
7107,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,Group 1,OPEN,406,358
7108,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,Group 1,SC,252,252
7109,Special Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,Group 1,OBC-NCL,345,315
7110,Special Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,Group 1,EWS,361,361
7111,Special Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,Group 1,OPEN,416,362
7112,Special Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,Group 1,SC,334,334
7113,Special Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,Group 1,ST,218,218
7114,Special Round 1,"National Institute of Technology, Silchar",Renewable Energy,Group 1,OPEN,354,354
7115,Special Round 1,"National Institute of Technology, Silchar",Renewable Energy,Group 1,SC,279,279
7116,Special Round 1,"National Institute of Technology, Srinagar",Microelectronics,Group 1,OPEN,370,350
7117,Special Round 1,"National Institute of Technology, Srinagar",Microelectronics,Group 1,SC,264,264
7118,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,OBC-NCL,502,477
7119,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,EWS,499,499
7120,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,OPEN,535,514
7121,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,SC,374,357
7122,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,ST,264,264
7123,Special Round 1,National Institute of Technology Agartala,Data Science & Engineering,Group 1,OBC-NCL,417,398
7124,Special Round 1,"National Institute of Technology, Silchar",Data Science & Engineering,Group 1,ST,318,318
7125,Special Round 1,National Institute of Technology Patna,Data Science & Engineering,Group 1,EWS,460,448
7126,Special Round 1,National Institute of Technology Patna,Data Science & Engineering,Group 1,OPEN,532,495
7127,Special Round 1,National Institute of Technology Patna,Data Science & Engineering,Group 1,SC,373,346
7128,Special Round 1,"National Institute of Technology, Silchar",Data Science & Engineering,Group 1,OBC-NCL,486,473
7129,Special Round 1,"National Institute of Technology, Silchar",Data Science & Engineering,Group 1,OPEN,527,527
7130,Special Round 1,"National Institute of Technology, Silchar",Data Science & Engineering,Group 1,SC,368,344
7131,Special Round 1,National Institute of Technology Agartala,Data Science & Engineering,Group 1,EWS,413,413
7132,Special Round 1,National Institute of Technology Agartala,Data Science & Engineering,Group 1,OPEN,456,448
7133,Special Round 1,National Institute of Technology Patna,Data Science & Engineering,Group 1,OBC-NCL,479,460
7134,Special Round 1,"Indian Institute of Information Technology, Una",Computer Science & Engineering with Specialization in Data Science/Cyber Security,Group 1,OBC-NCL,373,356
7135,Special Round 1,"Indian Institute of Information Technology, Una",Computer Science & Engineering with Specialization in Data Science/Cyber Security,Group 1,EWS,364,354
7136,Special Round 1,"Indian Institute of Information Technology, Una",Computer Science & Engineering with Specialization in Data Science/Cyber Security,Group 1,OPEN,444,426
7137,Special Round 1,"Indian Institute of Information Technology, Una",Computer Science & Engineering with Specialization in Data Science/Cyber Security,Group 1,SC,266,260
7138,Special Round 1,"Indian Institute of Information Technology, Kota",Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science,Group 1,OBC-NCL,420,413
7139,Special Round 1,"Indian Institute of Information Technology, Kota",Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science,Group 1,EWS,420,418
7140,Special Round 1,"Indian Institute of Information Technology, Kota",Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science,Group 1,OPEN,530,427
7141,Special Round 1,"Indian Institute of Information Technology, Kota",Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science,Group 1,SC,314,264
7142,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,Group 1,OBC-NCL,354,346
7143,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,Group 1,EWS,342,327
7144,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,Group 1,OPEN,401,385
7145,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,Group 1,SC,261,256
7146,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 1,OBC-NCL,597,582
7147,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 2,OBC-NCL,487,464
7148,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 2,ST,291,291
7149,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 1,EWS,581,549
7150,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 2,EWS,483,483
7151,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 1,OPEN,622,602
7152,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 2,OPEN,522,491
7153,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 2,SC,345,335
7154,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,Group 1,ST,339,339
7155,Special Round 1,"National Institute of Technology, Silchar",Structural Dynamics & Earthquake Engineering,Group 1,SC,245,245
7156,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Dynamics & Earthquake Engineering,Group 1,EWS,378,378
7157,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Dynamics & Earthquake Engineering,Group 1,OPEN,427,382
7158,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Dynamics & Earthquake Engineering,Group 1,SC,279,272
7159,Special Round 1,"National Institute of Technology, Rourkela",Software Engineering,Group 1,OBC-NCL,612,597
7160,Special Round 1,"National Institute of Technology, Rourkela",Software Engineering,Group 1,EWS,622,605
7161,Special Round 1,"National Institute of Technology, Rourkela",Software Engineering,Group 1,OPEN,643,622
7162,Special Round 1,"National Institute of Technology, Rourkela",Software Engineering,Group 1,SC,489,463
7163,Special Round 1,"National Institute of Technology, Rourkela",Software Engineering,Group 1,ST,341,341
7164,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,Group 1,SC,264,247
7165,Special Round 1,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,Group 1,OBC-NCL,516,498
7166,Special Round 1,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,Group 1,EWS,518,518
7167,Special Round 1,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,Group 1,OPEN,546,539
7168,Special Round 1,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,Group 1,SC,381,381
7169,Special Round 1,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,Group 1,ST,278,278
7170,Special Round 1,"National Institute of Technology, Rourkela",Signal & Image Processing,Group 1,OBC-NCL,522,485
7171,Special Round 1,"National Institute of Technology, Rourkela",Signal & Image Processing,Group 1,EWS,522,448
7172,Special Round 1,"National Institute of Technology, Rourkela",Signal & Image Processing,Group 1,OPEN,574,523
7173,Special Round 1,"National Institute of Technology, Rourkela",Signal & Image Processing,Group 1,SC,435,435
7174,Special Round 1,National Institute of Technology Delhi,Mathematics & Computing (MC),Group 1,OBC-NCL,493,486
7175,Special Round 1,National Institute of Technology Delhi,Mathematics & Computing (MC),Group 1,EWS,493,493
7176,Special Round 1,National Institute of Technology Delhi,Mathematics & Computing (MC),Group 1,OPEN,589,548
7177,Special Round 1,"National Institute of Technology, Silchar",Communication & Signal Processing,Group 1,OBC-NCL,364,334
7178,Special Round 1,"National Institute of Technology, Silchar",Communication & Signal Processing,Group 1,EWS,357,326
7179,Special Round 1,"National Institute of Technology, Silchar",Communication & Signal Processing,Group 1,OPEN,427,381
7180,Special Round 1,"National Institute of Technology, Silchar",Communication & Signal Processing,Group 1,SC,273,268
7181,Special Round 1,"National Institute of Technology, Srinagar",Communication & Signal Processing,Group 1,OPEN,446,406
7182,Special Round 1,"National Institute of Technology, Srinagar",Communication & Signal Processing,Group 1,SC,252,252
7183,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Communication & Signal Processing,Group 1,OBC-NCL,322,322
7184,Special Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Communication & Signal Processing,Group 1,OPEN,393,370
7185,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,OBC-NCL,444,428
7186,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,EWS,452,452
7187,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,OPEN,571,459
7188,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,SC,307,307
7189,Special Round 1,National Institute of Technology Calicut,Signal Processing,Group 1,OBC-NCL,463,448
7190,Special Round 1,National Institute of Technology Calicut,Signal Processing,Group 1,EWS,414,393
7191,Special Round 1,National Institute of Technology Calicut,Signal Processing,Group 1,OPEN,483,475
7192,Special Round 1,National Institute of Technology Calicut,Signal Processing,Group 1,SC,303,303
7193,Special Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,Group 1,OBC-NCL,393,393
7194,Special Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,Group 1,OPEN,482,438
7195,Special Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,Group 1,SC,294,279
7196,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,Group 1,OBC-NCL,345,326
7197,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,Group 1,EWS,337,337
7198,Special Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Structural Engineering,Group 1,SC,253,253
7199,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,Group 1,OBC-NCL,382,374
7200,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,Group 1,EWS,367,367
7201,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,Group 1,OPEN,442,408
7202,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,Group 1,SC,328,306
7203,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Structural Engineering,Group 1,SC,284,284
7204,Special Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,Group 1,SC,393,378
7205,Special Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,Group 1,ST,298,298
7206,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,Group 1,OBC-NCL,341,317
7207,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,Group 1,EWS,336,321
7208,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,Group 1,OPEN,397,370
7209,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,Group 1,SC,283,279
7210,Special Round 1,"National Institute of Technology, Srinagar",Structural Engineering,Group 1,OPEN,385,382
7211,Special Round 1,"National Institute of Technology, Srinagar",Structural Engineering,Group 1,SC,265,265
7212,Special Round 1,"National Institute of Technology, Srinagar",Structural Engineering,Group 1,ST,253,253
7213,Special Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,Group 1,OBC-NCL,502,465
7214,Special Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,Group 1,EWS,427,427
7215,Special Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,Group 1,OPEN,532,507
7216,Special Round 1,"National Institute of Technology, Kurukshetra",Structural Engineering,Group 1,SC,277,277
7217,Special Round 1,"National Institute of Technology, Rourkela",Structural Engineering,Group 1,OBC-NCL,416,382
7218,Special Round 1,"National Institute of Technology, Rourkela",Structural Engineering,Group 1,EWS,363,363
7219,Special Round 1,"National Institute of Technology, Rourkela",Structural Engineering,Group 1,OPEN,446,427
7220,Special Round 1,"National Institute of Technology, Rourkela",Structural Engineering,Group 1,SC,403,284
7221,Special Round 1,"National Institute of Technology, Rourkela",Structural Engineering,Group 1,ST,264,258
7222,Special Round 1,National Institute of Technology Patna,Structural Engineering,Group 1,OPEN,480,367
7223,Special Round 1,National Institute of Technology Patna,Structural Engineering,Group 1,SC,266,266
7224,Special Round 1,"National Institute of Technology, Jamshedpur",Structural Engineering,Group 1,SC,268,268
7225,Special Round 1,"National Institute of Technology, Jamshedpur",Structural Engineering,Group 1,ST,245,245
7226,Special Round 1,"National Institute of Technology, Kurukshetra",Structural Engineering,Group 1,OBC-NCL,328,328
7227,Special Round 1,"National Institute of Technology, Kurukshetra",Structural Engineering,Group 1,OPEN,603,603
7228,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,Group 1,OBC-NCL,472,450
7229,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,Group 1,EWS,419,415
7230,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,Group 1,OPEN,511,483
7231,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,Group 1,SC,344,332
7232,Special Round 1,National Institute of Technology Meghalaya,Structural Engineering,Group 1,SC,258,258
7233,Special Round 1,National Institute of Technology Patna,Structural Engineering,Group 1,OBC-NCL,352,352
7234,Special Round 1,National Institute of Technology Calicut,Structural Engineering,Group 1,EWS,363,359
7235,Special Round 1,National Institute of Technology Calicut,Structural Engineering,Group 1,OPEN,475,449
7236,Special Round 1,National Institute of Technology Calicut,Structural Engineering,Group 1,SC,340,299
7237,Special Round 1,National Institute of Technology Durgapur,Structural Engineering,Group 1,OBC-NCL,328,321
7238,Special Round 1,National Institute of Technology Durgapur,Structural Engineering,Group 1,OPEN,359,359
7239,Special Round 1,National Institute of Technology Durgapur,Structural Engineering,Group 1,SC,275,275
7240,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,Group 1,OPEN,370,359
7241,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,Group 1,ST,260,260
7242,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,OBC-NCL,393,370
7243,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,OPEN,419,408
7244,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,SC,288,288
7245,Special Round 1,National Institute of Technology Calicut,Structural Engineering,Group 1,OBC-NCL,434,423
7246,Special Round 1,National Institute of Technology Hamirpur,Sustainable Architecture,Group 1,OBC-NCL,288,288
7247,Special Round 1,National Institute of Technology Hamirpur,Sustainable Architecture,Group 1,OPEN,378,378
7248,Special Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech (Bioinformatics),Group 1,OBC-NCL,356,335
7249,Special Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech (Bioinformatics),Group 1,EWS,413,413
7250,Special Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech (Bioinformatics),Group 1,OPEN,487,464
7251,Special Round 1,Malaviya National Institute of Technology Jaipur,Transportation Engineering,Group 1,OBC-NCL,325,322
7252,Special Round 1,Malaviya National Institute of Technology Jaipur,Transportation Engineering,Group 1,OPEN,370,359
7253,Special Round 1,Malaviya National Institute of Technology Jaipur,Transportation Engineering,Group 1,SC,256,256
7254,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,Group 1,OPEN,363,359
7255,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,Group 1,SC,246,246
7256,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,Group 1,OBC-NCL,344,344
7257,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Transportation Engineering,Group 1,OPEN,513,355
7258,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Transportation Engineering,Group 1,SC,262,262
7259,Special Round 1,"National Institute of Technology, Silchar",Transportation Engineering,Group 1,SC,250,250
7260,Special Round 1,"National Institute of Technology, Silchar",Transportation Engineering,Group 1,ST,328,328
7261,Special Round 1,"National Institute of Technology, Warangal",Transportation Engineering,Group 1,OBC-NCL,381,367
7262,Special Round 1,"National Institute of Technology, Warangal",Transportation Engineering,Group 1,EWS,318,318
7263,Special Round 1,"National Institute of Technology, Warangal",Transportation Engineering,Group 1,OPEN,468,393
7264,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Transportation Engineering,Group 1,OBC-NCL,325,325
7265,Special Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,Group 1,OBC-NCL,325,325
